ID,workWithTB,workInPH,Question,Response,profession,phRole,employer,clinician
ID_26,Yes,Yes,Q2Copt4,NA,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q20Aopt4,Agree,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q7Aopt1,B (Summary),Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q18opt1,A (Summary statement),Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q16Aopt2,2,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q23Aopt3,Neutral,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q12Aopt4,1,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q11Aopt1,Yes ; on the same table with the drug susceptibility data,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q9Aopt1,Full Name (Ex. isoniazid),Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q2Copt3,NA,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q17Aopt3,6,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q16Aopt1,3,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q22Aopt2,Strongly Agree,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q17Aopt1,2,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q16Aopt5,1,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q23Aopt1,Neutral,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q8Aopt3,1,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q17Aopt2,4,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q17Aopt5,3,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q17Aopt6,5,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q8Aopt1,2,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q8Aopt2,3,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q13Aopt3,1,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q23Aopt4,Agree,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q8Aopt4,4,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q2Copt1,1,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q2Copt2,NA,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q22Aopt4,Agree,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q22Aopt1,Neutral,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_26,Yes,Yes,Q22Aopt3,Neutral,Research,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q16Aopt1,3,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q10Aopt1,They are equally informative,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q21Aopt1,Neutral,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q6Aopt2,3,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q2Copt4,NA,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q6Aopt3,4,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q14Aopt1,3,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q21Aopt4,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q14Aopt2,2,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q19opt1,B (Two column),Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q11Bopt4,NA,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q21Aopt2,Neutral,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q2Copt3,NA,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q7Aopt1,They are equally informative,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q14Aopt3,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q16Aopt2,2,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q22Aopt1,Neutral,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q24Aopt1,2,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q6Aopt1,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q13Aopt3,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q2Copt2,NA,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q11Bopt3,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q6Aopt4,2,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q12Aopt1,4,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q11Aopt1,Yes; but on the other side of the report,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q11Bopt5,NA,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q13Aopt2,2,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q20Aopt4,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q15Aopt1,B (Organism name),Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q2Copt1,NA,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q21Aopt3,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q11Bopt2,NA,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q22Aopt2,Disagree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q9Aopt1,Show me everything - (Ex. Isoniazid (INH; H)),Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q12Aopt2,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q16Aopt3,4,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q20Aopt3,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q24Aopt2,4,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q8Aopt3,3,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q13Aopt1,3,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q5Aopt1,A (with bolding),Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q20Aopt2,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q8Aopt1,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q12Aopt4,3,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q11Bopt1,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q20Aopt1,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q17Aopt2,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q8Aopt2,2,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q12Aopt3,2,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q8Aopt4,4,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q17Aopt3,2,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q23Aopt3,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q16Aopt4,5,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q22Aopt3,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q23Aopt4,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q23Aopt1,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q23Aopt2,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q17Aopt6,6,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q24Aopt3,3,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q22Aopt4,Agree,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q17Aopt5,5,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q17Aopt4,4,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q18opt1,A (Summary statement),Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q24Aopt4,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q17Aopt1,3,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_27,Yes,Yes,Q16Aopt5,1,Laboratory,Bioinformatics,Public Health Organization,Non-Physician
ID_28,No,No,Q12Aopt4,3,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q12Aopt2,2,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q2Copt2,NA,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q2Copt1,NA,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q11Aopt1,Yes; but on the other side of the report,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q11Bopt4,NA,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q11Bopt3,NA,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q6Aopt2,3,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q2Copt3,NA,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q11Bopt2,NA,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q5Aopt1,A (with bolding),Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q6Aopt3,4,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q11Bopt1,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q6Aopt1,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q11Bopt5,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q12Aopt3,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q16Aopt4,5,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q21Aopt2,Agree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q12Aopt1,4,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q10Aopt1,Full Name (Ex. Susceptible; Resistant; Unknown),Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q16Aopt5,2,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q21Aopt3,Agree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q20Aopt4,Agree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q23Aopt2,Strongly Disagree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q16Aopt3,3,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q21Aopt1,Agree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q2Copt4,NA,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q9Aopt1,Full Name (Ex. isoniazid),Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q13Aopt1,3,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q17Aopt1,5,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q20Aopt3,Agree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q6Aopt4,2,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q17Aopt6,6,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q8Aopt1,3,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q14Aopt1,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q23Aopt1,Strongly Disagree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q16Aopt2,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q17Aopt3,4,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q20Aopt2,Agree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q23Aopt3,Strongly Disagree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q7Aopt1,A (Full sentence),Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q18opt1,A (Summary statement),Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q17Aopt2,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q22Aopt2,Neutral,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q17Aopt5,3,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q21Aopt4,Agree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q24Aopt4,4,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q16Aopt1,4,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q23Aopt4,Strongly Disagree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q13Aopt2,2,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q14Aopt3,2,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q24Aopt3,3,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q14Aopt2,3,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q8Aopt2,2,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q17Aopt4,2,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q22Aopt1,Neutral,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q19opt1,B (Two column),Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q24Aopt1,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q15Aopt1,A (Percent match),Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q22Aopt3,Neutral,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q24Aopt2,2,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q8Aopt4,4,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q22Aopt4,Neutral,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q8Aopt3,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q20Aopt1,Agree,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_28,No,No,Q13Aopt3,1,Non-TB,Non-Micro,Public Health Organization,Non-Physician
ID_29,No,No,Q6Aopt3,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q6Aopt2,2,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q7Aopt1,They are equally informative,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q24Aopt4,2,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q16Aopt1,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q21Aopt2,Neutral,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q21Aopt3,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q11Bopt2,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q11Bopt3,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q6Aopt1,4,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q12Aopt1,4,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q21Aopt1,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q12Aopt4,2,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q20Aopt4,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q12Aopt2,3,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q6Aopt4,3,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q13Aopt3,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q11Bopt5,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q24Aopt3,4,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q20Aopt3,Neutral,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q18opt1,A (Summary statement),Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q11Bopt1,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q16Aopt4,2,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q16Aopt5,3,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q12Aopt3,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q13Aopt2,2,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q11Aopt1,Yes; but on the other side of the report,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q21Aopt4,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q24Aopt2,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q5Aopt1,A (with bolding),Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q20Aopt2,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q2Copt1,NA,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q16Aopt3,5,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q11Bopt4,NA,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q17Aopt1,6,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q8Aopt1,2,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q8Aopt2,3,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q17Aopt5,3,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q14Aopt3,2,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q24Aopt1,3,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q14Aopt1,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q17Aopt6,5,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q19opt1,B (Two column),Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q20Aopt1,Disagree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q17Aopt3,2,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q16Aopt2,4,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q23Aopt4,Neutral,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q14Aopt2,3,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q23Aopt1,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q17Aopt4,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q13Aopt1,3,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q23Aopt2,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q8Aopt4,4,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q2Copt4,NA,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q15Aopt1,A (Percent match),Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q23Aopt3,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q10Aopt1,They are equally informative,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q22Aopt2,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q2Copt2,NA,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q17Aopt2,4,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q9Aopt1,Full Name (Ex. isoniazid),Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q22Aopt4,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q22Aopt3,Agree,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q2Copt3,NA,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q22Aopt1,Neutral,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_29,No,No,Q8Aopt3,1,Non-TB,Non-Micro,Academic Institution,Non-Physician
ID_30,Yes,Yes,Q12Aopt4,2,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q20Aopt2,Strongly Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q6Aopt4,4,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q20Aopt4,Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q24Aopt1,3,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q20Aopt1,Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q17Aopt2,5,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q24Aopt3,2,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q20Aopt3,Strongly Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q12Aopt1,4,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q6Aopt3,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q21Aopt2,Strongly Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q12Aopt3,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q17Aopt4,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q22Aopt4,Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q22Aopt3,Strongly Disagree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q24Aopt2,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q11Bopt5,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q6Aopt2,3,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q12Aopt2,3,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q13Aopt2,2,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q19opt1,A (One column),Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q22Aopt1,Disagree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q21Aopt1,Strongly Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q17Aopt5,6,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q16Aopt4,4,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q11Bopt4,NA,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q6Aopt1,2,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q5Aopt1,A (with bolding),Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q13Aopt1,3,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q23Aopt4,Disagree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q7Aopt1,B (Summary),Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q16Aopt3,5,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q22Aopt2,Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q21Aopt3,Strongly Agree,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q2Copt1,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q11Bopt3,NA,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q16Aopt2,3,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q8Aopt1,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q17Aopt3,3,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q16Aopt5,2,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q2Copt4,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q14Aopt1,3,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q2Copt3,NA,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q24Aopt4,4,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q16Aopt1,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q9Aopt1,3-letter abbreviation (Ex. INH),Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q11Bopt2,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q11Aopt1,Yes; but on the other side of the report,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q11Bopt1,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q15Aopt1,B (Organism name),Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q18opt1,A (Summary statement),Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q14Aopt2,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q2Copt2,1,Research,Research,Other,Non-Physician
ID_30,Yes,Yes,Q13Aopt3,1,Research,Research,Other,Non-Physician
